run	arm	model	prompt	turn	share_ab_all	share_ba_all	share_ab_last3	share_ba_last3	secs
reading1	B	qwen2.5:7b	8	1	0.1111	0.1176	0.1111	0.1176	3.3
reading1	B	qwen2.5:7b	8	2	0.1862	0.1849	0.1862	0.1849	3.2
reading1	B	qwen2.5:7b	8	3	0.1823	0.1908	0.1901	0.2054	2.9
reading1	B	qwen2.5:7b	8	4	0.3128	0.3317	0.4151	0.4444	2.9
reading1	B	qwen2.5:7b	8	5	0.3208	0.3400	0.6250	0.6716	2.9
reading1	B	qwen2.5:7b	8	6	0.3239	0.3450	0.9750	1.0000	2.8
reading1	B	qwen2.5:7b	8	7	0.3239	0.3450	0.9744	0.9744	2.9
reading1	B	qwen2.5:7b	8	8	0.3239	0.3450	1.0000	1.0000	2.9
reading1	B	qwen2.5:7b	8	9	0.3239	0.3450	1.0000	1.0000	2.9
reading1	B	qwen2.5:7b	8	10	0.3239	0.3450	1.0000	1.0000	2.9
reading1	B	qwen2.5:7b	8	11	0.3239	0.3450	1.0000	1.0000	2.9
reading1	B	qwen2.5:7b	8	12	0.3239	0.3450	1.0000	1.0000	2.9
reading1	B	qwen2.5:7b	8	13	0.3239	0.3450	1.0000	1.0000	2.9
reading1	B	qwen2.5:7b	8	14	0.3239	0.3450	1.0000	1.0000	2.9
reading1	B	qwen2.5:7b	8	15	0.3239	0.3450	1.0000	1.0000	3.0
reading1	B	qwen2.5:7b	8	16	0.3239	0.3450	1.0000	1.0000	2.9
reading1	B	qwen2.5:7b	8	17	0.3239	0.3450	1.0000	1.0000	3.0
reading1	B	qwen2.5:7b	8	18	0.3239	0.3450	1.0000	1.0000	3.0
reading1	B	qwen2.5:7b	8	19	0.3239	0.3450	1.0000	1.0000	3.0
reading1	B	qwen2.5:7b	9	0	0.0000	0.0000	0.0000	0.0000	1.5
reading1	B	qwen2.5:7b	9	1	0.0000	0.0000	0.0000	0.0000	1.2
reading1	B	qwen2.5:7b	9	2	0.0000	0.0000	0.0000	0.0000	1.1
reading1	B	qwen2.5:7b	9	3	0.0000	0.0000	0.0000	0.0000	1.3
reading1	B	qwen2.5:7b	9	4	0.0000	0.0000	0.0000	0.0000	1.5
reading1	B	qwen2.5:7b	9	5	0.0000	0.0000	0.0000	0.0000	2.4
reading1	B	qwen2.5:7b	9	6	0.0000	0.0000	0.0000	0.0000	2.5
reading1	B	qwen2.5:7b	9	7	0.0096	0.0250	0.0141	0.0357	3.0
reading1	B	qwen2.5:7b	9	8	0.1242	0.2378	0.1940	0.3023	7.2
reading1	B	qwen2.5:7b	9	9	0.3705	0.5719	0.5649	0.7031	10.4
reading1	B	qwen2.5:7b	9	10	0.4991	0.6878	0.7821	0.8485	10.5
reading1	B	qwen2.5:7b	9	11	0.5211	0.7055	0.9681	0.9647	10.6
reading1	B	qwen2.5:7b	9	12	0.5167	0.7055	0.9302	0.9581	10.7
reading1	B	qwen2.5:7b	9	13	0.5159	0.7055	0.9452	0.9928	10.8
reading1	B	qwen2.5:7b	9	14	0.5242	0.7072	0.9857	0.9517	10.9
reading1	B	qwen2.5:7b	9	15	0.5242	0.7072	0.9857	0.9517	11.0
reading1	B	qwen2.5:7b	9	16	0.5242	0.7072	0.9857	0.9928	11.0
reading1	B	qwen2.5:7b	9	17	0.5199	0.7072	0.9388	0.9928	14.9
reading1	B	qwen2.5:7b	9	18	0.5190	0.6886	0.9388	0.9139	16.6
reading1	B	qwen2.5:7b	9	19	0.5234	0.7105	0.9250	0.9801	16.5
reading1	B	qwen2.5:7b	10	0	0.0000	0.0000	0.0000	0.0000	3.6
reading1	B	qwen2.5:7b	10	1	0.0455	0.0652	0.0455	0.0652	4.2
reading1	B	qwen2.5:7b	10	2	0.3263	0.4769	0.3263	0.4769	4.0
reading1	B	qwen2.5:7b	10	3	0.3351	0.4848	0.5169	0.5922	4.0
reading1	B	qwen2.5:7b	10	4	0.3465	0.5036	0.9155	0.9701	4.0
reading1	B	qwen2.5:7b	10	5	0.3465	0.5036	0.9155	0.9848	3.9
reading1	B	qwen2.5:7b	10	6	0.3465	0.5036	0.9180	0.9825	3.9
reading1	B	qwen2.5:7b	10	7	0.3465	0.5036	1.0000	1.0000	4.0
reading1	B	qwen2.5:7b	10	8	0.3465	0.5036	1.0000	1.0000	4.0
reading1	B	qwen2.5:7b	10	9	0.3465	0.5036	1.0000	1.0000	3.9
reading1	B	qwen2.5:7b	10	10	0.3465	0.5036	1.0000	1.0000	4.0
reading1	B	qwen2.5:7b	10	11	0.3465	0.5036	1.0000	1.0000	4.0
reading1	B	qwen2.5:7b	10	12	0.3465	0.5036	1.0000	1.0000	3.9
reading1	B	qwen2.5:7b	10	13	0.3465	0.5036	1.0000	1.0000	4.0
reading1	B	qwen2.5:7b	10	14	0.3465	0.5036	1.0000	1.0000	4.0
reading1	B	qwen2.5:7b	10	15	0.3465	0.5036	1.0000	1.0000	4.0
reading1	B	qwen2.5:7b	10	16	0.3465	0.5036	1.0000	1.0000	4.0
reading1	B	qwen2.5:7b	10	17	0.3465	0.5036	1.0000	1.0000	4.0
reading1	B	qwen2.5:7b	10	18	0.3465	0.5036	1.0000	1.0000	4.1
reading1	B	qwen2.5:7b	10	19	0.3465	0.5036	1.0000	1.0000	4.1
reading1	B	qwen2.5:7b	11	0	0.0000	0.0000	0.0000	0.0000	1.7
reading1	B	qwen2.5:7b	11	1	0.0000	0.0000	0.0000	0.0000	1.5
reading1	B	qwen2.5:7b	11	2	0.0000	0.0000	0.0000	0.0000	0.8
reading1	B	qwen2.5:7b	11	3	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	11	4	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	11	5	0.0000	0.0000	nan	nan	0.7
reading1	B	qwen2.5:7b	11	6	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	11	7	0.0000	0.0000	nan	nan	0.7
reading1	B	qwen2.5:7b	11	8	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	11	9	0.0000	0.0000	nan	nan	0.7
reading1	B	qwen2.5:7b	11	10	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	11	11	0.0000	0.0000	nan	nan	0.7
reading1	B	qwen2.5:7b	11	12	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	11	13	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	11	14	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	11	15	0.0000	0.0000	nan	nan	0.7
reading1	B	qwen2.5:7b	11	16	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	11	17	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	11	18	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	11	19	0.0000	0.0000	nan	nan	0.8
reading1	B	qwen2.5:7b	12	0	0.0000	0.0000	0.0000	0.0000	2.5
reading1	B	qwen2.5:7b	12	1	0.0000	0.0000	0.0000	0.0000	3.1
reading1	B	qwen2.5:7b	12	2	0.0980	0.0840	0.0980	0.0840	2.8
reading1	B	qwen2.5:7b	12	3	0.0902	0.0795	0.1132	0.1071	2.4
reading1	B	qwen2.5:7b	12	4	0.1341	0.1209	0.1429	0.1400	2.6
reading1	B	qwen2.5:7b	12	5	0.1604	0.1579	0.2353	0.2778	2.3
reading1	B	qwen2.5:7b	12	6	0.1990	0.2042	0.3731	0.5952	2.1
reading1	B	qwen2.5:7b	12	7	0.1990	0.2042	0.4762	0.9091	2.0
reading1	B	qwen2.5:7b	12	8	0.1990	0.2042	1.0000	0.9524	2.0
reading1	B	qwen2.5:7b	12	9	0.1990	0.2042	1.0000	1.0000	2.0
reading1	B	qwen2.5:7b	12	10	0.1990	0.2042	1.0000	1.0000	2.0
reading1	B	qwen2.5:7b	12	11	0.1990	0.2042	1.0000	1.0000	2.1
reading1	B	qwen2.5:7b	12	12	0.1990	0.2042	1.0000	1.0000	2.0
reading1	B	qwen2.5:7b	12	13	0.1990	0.2042	1.0000	1.0000	2.0
reading1	B	qwen2.5:7b	12	14	0.1990	0.2042	1.0000	1.0000	2.1
reading1	B	qwen2.5:7b	12	15	0.1990	0.2042	1.0000	1.0000	2.1
reading1	B	qwen2.5:7b	12	16	0.1990	0.2042	1.0000	1.0000	2.1
reading1	B	qwen2.5:7b	12	17	0.1990	0.2042	1.0000	1.0000	2.1
reading1	B	qwen2.5:7b	12	18	0.1990	0.2042	1.0000	1.0000	2.1
reading1	B	qwen2.5:7b	12	19	0.1990	0.2042	1.0000	1.0000	2.1
reading1	B	qwen2.5:7b	13	0	0.0000	0.0000	0.0000	0.0000	1.7
reading1	B	qwen2.5:7b	13	1	0.0000	0.0000	0.0000	0.0000	1.8
reading1	B	qwen2.5:7b	13	2	0.0769	0.0833	0.0769	0.0833	1.6
reading1	B	qwen2.5:7b	13	3	0.2344	0.2308	0.2826	0.2653	1.6
reading1	B	qwen2.5:7b	13	4	0.2658	0.2471	0.4091	0.3333	1.9
reading1	B	qwen2.5:7b	13	5	0.3370	0.3333	0.4878	0.4255	1.8
reading1	B	qwen2.5:7b	13	6	0.3883	0.4167	0.5714	0.7179	1.8
reading1	B	qwen2.5:7b	13	7	0.4206	0.4592	0.6250	0.8929	1.9
reading1	B	qwen2.5:7b	13	8	0.4206	0.4592	0.7097	0.9167	1.8
reading1	B	qwen2.5:7b	13	9	0.4259	0.4694	1.0000	1.0000	2.0
reading1	B	qwen2.5:7b	13	10	0.4259	0.4694	1.0000	1.0000	1.8
reading1	B	qwen2.5:7b	13	11	0.4259	0.4694	1.0000	1.0000	1.9
reading1	B	qwen2.5:7b	13	12	0.4259	0.4694	1.0000	1.0000	2.0
reading1	B	qwen2.5:7b	13	13	0.4259	0.4694	0.9583	1.0000	2.0
reading1	B	qwen2.5:7b	13	14	0.4259	0.4694	1.0000	1.0000	1.9
reading1	B	qwen2.5:7b	13	15	0.4259	0.4694	1.0000	1.0000	2.0
reading1	B	qwen2.5:7b	13	16	0.4259	0.4694	1.0000	1.0000	2.0
reading1	B	qwen2.5:7b	13	17	0.4259	0.4694	1.0000	1.0000	2.0
reading1	B	qwen2.5:7b	13	18	0.4259	0.4694	1.0000	1.0000	2.0
reading1	B	qwen2.5:7b	13	19	0.4259	0.4694	1.0000	1.0000	2.0
reading1	B	qwen2.5:7b	14	0	0.0000	0.0000	0.0000	0.0000	4.1
reading1	B	qwen2.5:7b	14	1	0.0952	0.0415	0.0952	0.0415	5.2
reading1	B	qwen2.5:7b	14	2	0.0781	0.0429	0.0781	0.0429	3.3
reading1	B	qwen2.5:7b	14	3	0.0898	0.0560	0.1020	0.0872	2.9
reading1	B	qwen2.5:7b	14	4	0.1277	0.0800	0.1333	0.1308	2.5
reading1	B	qwen2.5:7b	14	5	0.2201	0.1474	0.4337	0.4500	2.6
reading1	B	qwen2.5:7b	14	6	0.2238	0.1502	0.6531	0.6809	2.6
reading1	B	qwen2.5:7b	14	7	0.2286	0.1529	1.0000	0.9697	2.6
reading1	B	qwen2.5:7b	14	8	0.2286	0.1529	1.0000	1.0000	2.6
reading1	B	qwen2.5:7b	14	9	0.2286	0.1529	1.0000	0.9688	2.7
reading1	B	qwen2.5:7b	14	10	0.2286	0.1529	1.0000	0.9688	2.7
reading1	B	qwen2.5:7b	14	11	0.2286	0.1529	1.0000	0.9688	2.7
reading1	B	qwen2.5:7b	14	12	0.2286	0.1529	1.0000	0.9688	2.7
reading1	B	qwen2.5:7b	14	13	0.2286	0.1529	1.0000	0.9688	2.7
reading1	B	qwen2.5:7b	14	14	0.2286	0.1529	1.0000	0.9688	2.6
reading1	B	qwen2.5:7b	14	15	0.2286	0.1529	1.0000	0.9688	2.7
reading1	B	qwen2.5:7b	14	16	0.2286	0.1529	1.0000	1.0000	2.7
reading1	B	qwen2.5:7b	14	17	0.2286	0.1529	1.0000	1.0000	2.7
reading1	B	qwen2.5:7b	14	18	0.2286	0.1529	1.0000	1.0000	2.7
reading1	B	qwen2.5:7b	14	19	0.2286	0.1529	1.0000	1.0000	2.7
reading1	B	qwen2.5:7b	15	0	0.0000	0.0000	0.0000	0.0000	1.9
reading1	B	qwen2.5:7b	15	1	0.0000	0.0000	0.0000	0.0000	1.6
reading1	B	qwen2.5:7b	15	2	0.0000	0.0000	0.0000	0.0000	1.7
reading1	B	qwen2.5:7b	15	3	0.0633	0.0610	0.0820	0.0769	2.8
reading1	B	qwen2.5:7b	15	4	0.2946	0.3300	0.3976	0.4783	3.0
reading1	B	qwen2.5:7b	15	5	0.3359	0.3761	0.5570	0.5366	1.9
reading1	B	qwen2.5:7b	15	6	0.3230	0.3586	0.5714	0.5909	2.6
reading1	B	qwen2.5:7b	15	7	0.3149	0.3295	0.3288	0.3200	2.4
reading1	B	qwen2.5:7b	15	8	0.3738	0.3969	0.4125	0.4286	2.3
reading1	B	qwen2.5:7b	15	9	0.3881	0.4126	0.4746	0.4444	1.8
reading1	B	qwen2.5:7b	15	10	0.3810	0.4018	0.5441	0.6727	2.2
reading1	B	qwen2.5:7b	15	11	0.4211	0.4407	0.5738	0.6604	2.1
reading1	B	qwen2.5:7b	15	12	0.4127	0.4388	0.5556	0.6667	2.0
reading1	B	qwen2.5:7b	15	13	0.4196	0.4458	0.8214	0.8846	1.9
reading1	B	qwen2.5:7b	15	14	0.4147	0.4458	0.7037	0.8261	2.0
reading1	B	qwen2.5:7b	15	15	0.4131	0.4458	0.7407	0.8696	2.1
reading1	B	qwen2.5:7b	15	16	0.4176	0.4542	0.6538	0.8500	2.1
reading1	B	qwen2.5:7b	15	17	0.4176	0.4542	0.7391	0.8500	2.1
reading1	B	qwen2.5:7b	15	18	0.4160	0.4542	0.7083	0.8947	2.1
reading1	B	qwen2.5:7b	15	19	0.4160	0.4542	0.7727	0.8947	2.1
reading1	B	qwen2.5:7b	16	0	nan	nan	nan	nan	0.7
reading1	B	qwen2.5:7b	16	1	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	2	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	3	nan	nan	nan	nan	0.7
reading1	B	qwen2.5:7b	16	4	nan	nan	nan	nan	0.7
reading1	B	qwen2.5:7b	16	5	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	6	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	7	nan	nan	nan	nan	0.7
reading1	B	qwen2.5:7b	16	8	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	9	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	10	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	11	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	12	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	13	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	14	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	15	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	16	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	17	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	18	nan	nan	nan	nan	0.6
reading1	B	qwen2.5:7b	16	19	nan	nan	nan	nan	0.7
reading1	B	qwen2.5:7b	17	0	0.1714	0.0863	0.1714	0.0863	6.7
reading1	B	qwen2.5:7b	17	1	0.1218	0.0802	0.1218	0.0802	6.3
reading1	B	qwen2.5:7b	17	2	0.3735	0.3028	0.3735	0.3028	6.7
reading1	B	qwen2.5:7b	17	3	0.3935	0.3438	0.4524	0.5026	6.5
reading1	B	qwen2.5:7b	17	4	0.3957	0.3470	0.6846	0.9175	6.5
reading1	B	qwen2.5:7b	17	5	0.3957	0.3470	0.9082	0.9175	6.5
reading1	B	qwen2.5:7b	17	6	0.3957	0.3470	0.9175	0.9175	6.5
reading1	B	qwen2.5:7b	17	7	0.4064	0.3571	0.9216	0.9216	6.6
reading1	B	qwen2.5:7b	17	8	0.4064	0.3571	0.9216	0.9216	6.7
reading1	B	qwen2.5:7b	17	9	0.4064	0.3571	0.9175	0.9175	6.7
reading1	B	qwen2.5:7b	17	10	0.4064	0.3571	0.9175	0.9175	6.7
reading1	B	qwen2.5:7b	17	11	0.4064	0.3571	0.9175	0.9175	6.7
reading1	B	qwen2.5:7b	17	12	0.4064	0.3571	0.9175	0.9175	6.7
reading1	B	qwen2.5:7b	17	13	0.4064	0.3571	0.9175	0.9175	6.8
reading1	B	qwen2.5:7b	17	14	0.4064	0.3571	0.9175	0.9175	6.8
reading1	B	qwen2.5:7b	17	15	0.4064	0.3571	0.9175	0.9175	6.9
reading1	B	qwen2.5:7b	17	16	0.4064	0.3571	0.9175	0.9175	9.6
reading1	B	qwen2.5:7b	17	17	0.4064	0.3571	0.9175	0.9175	12.3
reading1	B	qwen2.5:7b	17	18	0.4642	0.4082	0.9044	0.8786	10.7
reading1	B	qwen2.5:7b	17	19	0.4772	0.4301	0.9097	0.9357	10.8
reading1	B	qwen2.5:7b	18	0	0.0606	0.0400	0.0606	0.0400	3.1
reading1	B	qwen2.5:7b	18	1	0.0233	0.0263	0.0233	0.0263	3.1
reading1	B	qwen2.5:7b	18	2	0.0261	0.0333	0.0261	0.0333	2.0
reading1	B	qwen2.5:7b	18	3	0.0492	0.0612	0.0444	0.0833	1.2
reading1	B	qwen2.5:7b	18	4	0.0492	0.0612	0.0811	0.1364	0.7
reading1	B	qwen2.5:7b	18	5	0.0492	0.0612	0.4286	0.3750	0.7
reading1	B	qwen2.5:7b	18	6	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	7	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	8	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	9	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	10	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	11	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	12	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	13	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	14	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	15	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	16	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	17	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	18	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	18	19	0.0492	0.0612	nan	nan	0.7
reading1	B	qwen2.5:7b	19	0	0.0000	0.0000	0.0000	0.0000	0.9
reading1	B	qwen2.5:7b	19	1	0.0000	0.0000	0.0000	0.0000	0.8
reading1	B	qwen2.5:7b	19	2	0.0000	0.0000	0.0000	0.0000	0.7
reading1	B	qwen2.5:7b	19	3	0.0000	0.0000	nan	nan	0.7
reading1	B	qwen2.5:7b	19	4	0.0000	0.0000	nan	nan	0.6
reading1	B	qwen2.5:7b	19	5	0.0000	0.0000	nan	nan	0.7
reading1	B	qwen2.5:7b	19	6	0.0000	0.0000	nan	nan	0.6
reading1	B	qwen2.5:7b	19	7	0.0000	0.0000	nan	nan	0.6
reading1	B	qwen2.5:7b	19	8	0.0000	0.0000	nan	nan	0.6
reading1	B	qwen2.5:7b	19	9	0.0000	0.0000	nan	nan	0.9
reading1	B	qwen2.5:7b	19	10	0.0000	0.0000	0.0000	0.0000	1.1
reading1	B	qwen2.5:7b	19	11	0.0000	0.0000	0.0000	0.0000	2.0
reading1	B	qwen2.5:7b	19	12	0.0000	0.0000	0.0000	0.0000	2.9
reading1	B	qwen2.5:7b	19	13	0.0000	0.0000	0.0000	0.0000	5.6
reading1	B	qwen2.5:7b	19	14	0.1556	0.1072	0.1794	0.1227	10.5
reading1	B	qwen2.5:7b	19	15	0.3840	0.3286	0.4744	0.4199	10.7
reading1	B	qwen2.5:7b	19	16	0.3866	0.3327	0.4801	0.5656	10.7
reading1	B	qwen2.5:7b	19	17	0.4780	0.4919	0.7652	0.9565	10.8
reading1	B	qwen2.5:7b	19	18	0.4772	0.4919	0.5816	0.9521	10.9
reading1	B	qwen2.5:7b	19	19	0.4772	0.4919	0.9026	0.9521	10.9
